Order ID,Date,Product,Category,Quantity,Price,Total Sales
23419,2023-03-27,Office Desk,Furniture,9,250,2250
23420,2023-05-02,Coffee Maker,Appliances,4,90,360
23421,2023-11-13,Monitor,Electronics,8,200,1600
23422,2023-10-05,Coffee Maker,Appliances,5,90,450
23423,2023-07-31,Wireless Mouse,Accessories,3,30,90
23424,2023-12-31,Laptop,Electronics,10,800,8000
23425,2023-02-23,Backpack,Accessories,8,40,320
23426,2023-07-23,Office Desk,Furniture,3,250,750
23427,2023-11-26,Wireless Mouse,Accessories,2,30,60
23428,2023-09-02,Laptop,Electronics,5,800,4000
23429,2023-04-17,Tablet,Electronics,10,300,3000
23430,2023-09-27,Monitor,Electronics,2,200,400
23431,2023-03-08,Monitor,Electronics,3,200,600
23432,2023-01-04,Laptop,Electronics,8,800,6400
23433,2023-02-19,Laptop,Electronics,1,800,800
23434,2023-02-05,Wireless Mouse,Accessories,2,30,60
23435,2023-09-19,Monitor,Electronics,9,200,1800
23436,2023-08-29,Desk Chair,Furniture,3,120,360
23437,2023-08-17,Coffee Maker,Appliances,2,90,180
23438,2023-09-20,Wireless Mouse,Accessories,7,30,210
23439,2023-02-07,Desk Chair,Furniture,5,120,600
23440,2023-05-04,Smartphone,Electronics,4,600,2400
23441,2023-05-31,Smartphone,Electronics,2,600,1200
23442,2023-07-09,Headphones,Accessories,9,50,450
23443,2023-01-18,Smartphone,Electronics,10,600,6000
23444,2023-11-19,Office Desk,Furniture,5,250,1250
23445,2023-10-19,Office Desk,Furniture,10,250,2500
23446,2023-11-19,Headphones,Accessories,4,50,200
23447,2023-08-31,Desk Chair,Furniture,2,120,240
23448,2023-07-08,Smartphone,Electronics,7,600,4200
23449,2023-09-30,Tablet,Electronics,5,300,1500
23450,2023-04-03,Desk Chair,Furniture,6,120,720
23451,2023-06-17,Wireless Mouse,Accessories,4,30,120
23452,2023-07-08,Backpack,Accessories,10,40,400
23453,2023-01-24,Headphones,Accessories,8,50,400
23454,2023-04-27,Coffee Maker,Appliances,9,90,810
23455,2023-04-14,Coffee Maker,Appliances,8,90,720
23456,2023-04-08,Desk Chair,Furniture,10,120,1200
23457,2023-11-25,Headphones,Accessories,10,50,500
23458,2023-09-05,Wireless Mouse,Accessories,5,30,150
23459,2023-03-09,Headphones,Accessories,3,50,150
23460,2024-01-01,Desk Chair,Furniture,3,120,360
23461,2023-05-02,Wireless Mouse,Accessories,9,30,270
23462,2023-03-17,Backpack,Accessories,8,40,320
23463,2023-04-12,Coffee Maker,Appliances,6,90,540
23464,2023-07-31,Smartphone,Electronics,3,600,1800
23465,2023-10-13,Office Desk,Furniture,6,250,1500
23466,2023-01-02,Laptop,Electronics,3,800,2400
23467,2023-12-11,Coffee Maker,Appliances,4,90,360
23468,2023-06-06,Headphones,Accessories,7,50,350
23469,2023-02-27,Laptop,Electronics,10,800,8000
23470,2023-09-14,Headphones,Accessories,10,50,500
23471,2023-11-04,Desk Chair,Furniture,7,120,840
23472,2023-08-27,Tablet,Electronics,5,300,1500
23473,2023-08-11,Office Desk,Furniture,3,250,750
23474,2023-11-23,Smartphone,Electronics,10,600,6000
23475,2023-09-28,Backpack,Accessories,6,40,240
23476,2023-10-26,Backpack,Accessories,7,40,280
23477,2023-09-10,Office Desk,Furniture,9,250,2250
23478,2023-11-05,Coffee Maker,Appliances,9,90,810
23479,2023-04-20,Desk Chair,Furniture,1,120,120
23480,2023-05-07,Headphones,Accessories,5,50,250
23481,2023-01-13,Desk Chair,Furniture,10,120,1200
23482,2023-02-04,Desk Chair,Furniture,1,120,120
23483,2023-08-31,Headphones,Accessories,3,50,150
23484,2023-05-13,Desk Chair,Furniture,3,120,360
23485,2023-02-02,Tablet,Electronics,1,300,300
23486,2023-02-19,Smartphone,Electronics,6,600,3600
23487,2023-01-11,Monitor,Electronics,9,200,1800
23488,2023-05-02,Monitor,Electronics,4,200,800
23489,2023-03-31,Headphones,Accessories,8,50,400
23490,2023-02-06,Backpack,Accessories,4,40,160
23491,2023-10-17,Monitor,Electronics,10,200,2000
23492,2023-11-25,Office Desk,Furniture,5,250,1250
23493,2023-05-07,Coffee Maker,Appliances,4,90,360
23494,2023-06-26,Desk Chair,Furniture,10,120,1200
23495,2023-05-21,Wireless Mouse,Accessories,3,30,90
23496,2023-06-04,Backpack,Accessories,10,40,400
23497,2023-08-23,Headphones,Accessories,7,50,350
23498,2023-02-07,Laptop,Electronics,1,800,800
23499,2023-04-13,Wireless Mouse,Accessories,9,30,270
23500,2023-04-30,Tablet,Electronics,6,300,1800
23501,2023-03-07,Coffee Maker,Appliances,10,90,900
23502,2023-12-06,Desk Chair,Furniture,7,120,840
23503,2023-03-12,Headphones,Accessories,4,50,200
23504,2023-08-16,Backpack,Accessories,8,40,320
23505,2023-06-15,Tablet,Electronics,9,300,2700
23506,2023-06-03,Wireless Mouse,Accessories,6,30,180
23507,2023-11-26,Laptop,Electronics,1,800,800
23508,2023-07-04,Headphones,Accessories,6,50,300
23509,2023-02-07,Smartphone,Electronics,6,600,3600
23510,2023-05-28,Headphones,Accessories,8,50,400
23511,2023-10-28,Desk Chair,Furniture,5,120,600
23512,2023-05-09,Smartphone,Electronics,7,600,4200
23513,2023-05-31,Wireless Mouse,Accessories,5,30,150
23514,2023-10-09,Headphones,Accessories,1,50,50
23515,2023-12-28,Backpack,Accessories,9,40,360
23516,2023-04-25,Backpack,Accessories,7,40,280
23517,2023-04-13,Laptop,Electronics,7,800,5600
23518,2023-07-17,Headphones,Accessories,7,50,350
23519,2023-06-19,Coffee Maker,Appliances,3,90,270
23520,2023-05-19,Office Desk,Furniture,8,250,2000
23521,2023-04-03,Wireless Mouse,Accessories,6,30,180
23522,2023-06-24,Coffee Maker,Appliances,1,90,90
23523,2023-11-21,Coffee Maker,Appliances,4,90,360
23524,2023-09-30,Desk Chair,Furniture,1,120,120
23525,2023-06-06,Backpack,Accessories,1,40,40
23526,2023-03-01,Tablet,Electronics,8,300,2400
23527,2023-07-23,Laptop,Electronics,5,800,4000
23528,2023-01-03,Office Desk,Furniture,9,250,2250
23529,2023-09-15,Desk Chair,Furniture,5,120,600
23530,2023-07-30,Smartphone,Electronics,7,600,4200
23531,2023-07-30,Office Desk,Furniture,3,250,750
23532,2023-08-11,Office Desk,Furniture,9,250,2250
23533,2023-01-09,Laptop,Electronics,3,800,2400
23534,2023-10-17,Tablet,Electronics,3,300,900
23535,2023-12-04,Laptop,Electronics,7,800,5600
23536,2023-03-17,Wireless Mouse,Accessories,10,30,300
23537,2023-01-11,Coffee Maker,Appliances,5,90,450
23538,2023-11-25,Smartphone,Electronics,3,600,1800
23539,2023-10-29,Laptop,Electronics,3,800,2400
23540,2023-12-25,Monitor,Electronics,6,200,1200
23541,2023-03-06,Smartphone,Electronics,8,600,4800
23542,2023-04-08,Office Desk,Furniture,4,250,1000
23543,2023-10-04,Office Desk,Furniture,3,250,750
23544,2023-07-08,Smartphone,Electronics,5,600,3000
23545,2023-12-25,Tablet,Electronics,4,300,1200
23546,2023-12-27,Wireless Mouse,Accessories,9,30,270
23547,2023-04-11,Tablet,Electronics,6,300,1800
23548,2023-05-26,Backpack,Accessories,1,40,40
23549,2023-03-16,Coffee Maker,Appliances,7,90,630
23550,2023-01-05,Smartphone,Electronics,1,600,600
23551,2023-07-17,Monitor,Electronics,8,200,1600
23552,2023-04-10,Wireless Mouse,Accessories,10,30,300
23553,2023-04-05,Smartphone,Electronics,2,600,1200
23554,2023-07-13,Headphones,Accessories,10,50,500
23555,2023-07-17,Headphones,Accessories,6,50,300
23556,2023-02-01,Headphones,Accessories,7,50,350
23557,2023-01-13,Coffee Maker,Appliances,10,90,900
23558,2023-06-12,Wireless Mouse,Accessories,10,30,300
23559,2023-11-18,Headphones,Accessories,1,50,50
23560,2023-11-19,Wireless Mouse,Accessories,2,30,60
23561,2023-10-16,Tablet,Electronics,6,300,1800
23562,2023-02-18,Desk Chair,Furniture,7,120,840
23563,2023-06-26,Monitor,Electronics,10,200,2000
23564,2023-01-02,Headphones,Accessories,5,50,250
23565,2023-08-10,Laptop,Electronics,5,800,4000
23566,2023-03-08,Office Desk,Furniture,4,250,1000
23567,2023-04-10,Desk Chair,Furniture,6,120,720
23568,2023-10-13,Laptop,Electronics,3,800,2400
23569,2023-02-21,Wireless Mouse,Accessories,1,30,30
23570,2023-04-14,Tablet,Electronics,4,300,1200
23571,2023-05-17,Coffee Maker,Appliances,5,90,450
23572,2023-06-18,Headphones,Accessories,5,50,250
23573,2023-05-17,Laptop,Electronics,4,800,3200
23574,2023-06-28,Backpack,Accessories,7,40,280
23575,2023-01-02,Backpack,Accessories,8,40,320
23576,2023-11-15,Wireless Mouse,Accessories,10,30,300
23577,2023-10-25,Desk Chair,Furniture,1,120,120
23578,2023-06-21,Monitor,Electronics,10,200,2000
23579,2023-07-05,Laptop,Electronics,3,800,2400
23580,2023-11-17,Smartphone,Electronics,2,600,1200
23581,2023-03-24,Desk Chair,Furniture,2,120,240
23582,2023-07-05,Smartphone,Electronics,9,600,5400
23583,2023-08-21,Wireless Mouse,Accessories,7,30,210
23584,2023-04-01,Wireless Mouse,Accessories,2,30,60
23585,2023-12-21,Backpack,Accessories,8,40,320
23586,2023-02-16,Monitor,Electronics,10,200,2000
23587,2023-10-12,Wireless Mouse,Accessories,1,30,30
23588,2023-01-22,Laptop,Electronics,8,800,6400
23589,2023-06-13,Monitor,Electronics,3,200,600
23590,2023-10-01,Headphones,Accessories,5,50,250
23591,2023-11-30,Monitor,Electronics,2,200,400
23592,2023-09-13,Coffee Maker,Appliances,3,90,270
23593,2023-02-12,Smartphone,Electronics,5,600,3000
23594,2023-05-11,Monitor,Electronics,9,200,1800
23595,2023-12-20,Smartphone,Electronics,3,600,1800
23596,2023-04-30,Desk Chair,Furniture,7,120,840
23597,2023-01-14,Laptop,Electronics,8,800,6400
23598,2023-03-05,Monitor,Electronics,1,200,200
23599,2023-10-02,Smartphone,Electronics,10,600,6000
23600,2023-10-21,Headphones,Accessories,8,50,400
23601,2023-03-02,Office Desk,Furniture,4,250,1000
23602,2023-12-25,Monitor,Electronics,7,200,1400
23603,2023-03-04,Coffee Maker,Appliances,3,90,270
23604,2023-04-10,Wireless Mouse,Accessories,9,30,270
23605,2023-10-07,Backpack,Accessories,2,40,80
23606,2023-06-25,Smartphone,Electronics,3,600,1800
23607,2023-06-20,Wireless Mouse,Accessories,6,30,180
23608,2023-04-02,Laptop,Electronics,1,800,800
23609,2023-02-25,Smartphone,Electronics,6,600,3600
23610,2023-09-24,Tablet,Electronics,10,300,3000
23611,2023-06-05,Backpack,Accessories,4,40,160
23612,2023-01-13,Headphones,Accessories,4,50,200
23613,2023-06-09,Headphones,Accessories,6,50,300
23614,2023-12-22,Monitor,Electronics,8,200,1600
23615,2023-09-05,Office Desk,Furniture,4,250,1000
23616,2023-07-19,Laptop,Electronics,9,800,7200
23617,2023-07-30,Monitor,Electronics,3,200,600
23618,2023-03-12,Laptop,Electronics,9,800,7200
23619,2023-01-15,Desk Chair,Furniture,8,120,960
23620,2023-05-08,Desk Chair,Furniture,3,120,360
23621,2023-03-17,Desk Chair,Furniture,2,120,240
23622,2023-03-07,Monitor,Electronics,10,200,2000
23623,2023-02-11,Headphones,Accessories,2,50,100
23624,2023-10-11,Smartphone,Electronics,9,600,5400
23625,2023-09-04,Backpack,Accessories,7,40,280
23626,2023-01-22,Headphones,Accessories,5,50,250
23627,2023-06-27,Tablet,Electronics,6,300,1800
23628,2023-11-18,Backpack,Accessories,9,40,360
23629,2023-01-29,Coffee Maker,Appliances,5,90,450
23630,2023-04-09,Desk Chair,Furniture,3,120,360
23631,2023-04-07,Laptop,Electronics,5,800,4000
23632,2023-08-27,Headphones,Accessories,1,50,50
23633,2023-11-07,Backpack,Accessories,9,40,360
23634,2023-03-24,Smartphone,Electronics,5,600,3000
23635,2023-10-30,Laptop,Electronics,6,800,4800
23636,2023-11-27,Tablet,Electronics,7,300,2100
23637,2023-05-09,Laptop,Electronics,7,800,5600
23638,2023-10-22,Coffee Maker,Appliances,10,90,900
23639,2023-01-05,Wireless Mouse,Accessories,5,30,150
23640,2023-03-17,Coffee Maker,Appliances,3,90,270
23641,2023-08-30,Headphones,Accessories,7,50,350
23642,2023-08-21,Office Desk,Furniture,5,250,1250
23643,2023-11-07,Laptop,Electronics,1,800,800
23644,2023-02-07,Monitor,Electronics,2,200,400
23645,2023-08-03,Office Desk,Furniture,9,250,2250
23646,2023-01-19,Coffee Maker,Appliances,9,90,810
23647,2023-12-09,Laptop,Electronics,7,800,5600
23648,2023-10-17,Coffee Maker,Appliances,5,90,450
23649,2023-02-08,Wireless Mouse,Accessories,6,30,180
23650,2023-06-17,Tablet,Electronics,6,300,1800
23651,2023-12-26,Wireless Mouse,Accessories,6,30,180
23652,2023-12-13,Headphones,Accessories,1,50,50
23653,2023-12-12,Backpack,Accessories,1,40,40
23654,2023-01-09,Tablet,Electronics,6,300,1800
23655,2023-06-29,Headphones,Accessories,5,50,250
23656,2023-06-15,Tablet,Electronics,6,300,1800
23657,2023-03-24,Monitor,Electronics,4,200,800
23658,2023-11-27,Desk Chair,Furniture,1,120,120
23659,2023-01-24,Desk Chair,Furniture,6,120,720
23660,2023-10-10,Desk Chair,Furniture,3,120,360
23661,2023-02-24,Tablet,Electronics,5,300,1500
23662,2023-06-22,Laptop,Electronics,3,800,2400
23663,2023-08-08,Wireless Mouse,Accessories,9,30,270
23664,2023-03-13,Smartphone,Electronics,3,600,1800
23665,2023-08-08,Smartphone,Electronics,4,600,2400
23666,2023-09-22,Backpack,Accessories,8,40,320
23667,2023-02-27,Backpack,Accessories,7,40,280
23668,2023-01-15,Headphones,Accessories,1,50,50
23669,2023-05-05,Backpack,Accessories,10,40,400
23670,2023-11-14,Laptop,Electronics,1,800,800
23671,2023-10-27,Desk Chair,Furniture,6,120,720
23672,2023-10-11,Headphones,Accessories,8,50,400
23673,2023-11-26,Tablet,Electronics,3,300,900
23674,2023-03-03,Tablet,Electronics,4,300,1200
23675,2023-08-21,Laptop,Electronics,9,800,7200
23676,2023-10-07,Wireless Mouse,Accessories,4,30,120
23677,2023-04-30,Backpack,Accessories,4,40,160
23678,2023-06-03,Coffee Maker,Appliances,7,90,630
23679,2023-07-12,Headphones,Accessories,5,50,250
23680,2023-01-14,Headphones,Accessories,1,50,50
23681,2023-04-21,Headphones,Accessories,6,50,300
23682,2023-01-18,Coffee Maker,Appliances,8,90,720
23683,2023-12-20,Smartphone,Electronics,1,600,600
23684,2023-04-26,Backpack,Accessories,2,40,80
23685,2023-02-18,Headphones,Accessories,3,50,150
23686,2023-05-11,Laptop,Electronics,8,800,6400
23687,2023-08-31,Office Desk,Furniture,7,250,1750
23688,2023-03-16,Headphones,Accessories,6,50,300
23689,2023-06-17,Monitor,Electronics,8,200,1600
23690,2023-02-07,Office Desk,Furniture,3,250,750
23691,2023-11-13,Monitor,Electronics,9,200,1800
23692,2023-04-19,Wireless Mouse,Accessories,1,30,30
23693,2023-03-08,Laptop,Electronics,8,800,6400
23694,2023-05-04,Desk Chair,Furniture,8,120,960
23695,2023-11-02,Wireless Mouse,Accessories,2,30,60
23696,2023-10-04,Headphones,Accessories,10,50,500
23697,2023-07-25,Wireless Mouse,Accessories,3,30,90
23698,2023-12-25,Coffee Maker,Appliances,6,90,540
23699,2023-06-16,Tablet,Electronics,8,300,2400
23700,2023-01-29,Headphones,Accessories,9,50,450
23701,2023-02-22,Coffee Maker,Appliances,1,90,90
23702,2023-02-28,Backpack,Accessories,8,40,320
23703,2023-12-20,Coffee Maker,Appliances,4,90,360
23704,2023-06-27,Office Desk,Furniture,1,250,250
23705,2023-04-04,Wireless Mouse,Accessories,9,30,270
23706,2023-04-24,Monitor,Electronics,2,200,400
23707,2023-03-02,Coffee Maker,Appliances,1,90,90
23708,2023-02-16,Smartphone,Electronics,7,600,4200
23709,2023-01-06,Backpack,Accessories,9,40,360
23710,2023-07-16,Laptop,Electronics,7,800,5600
23711,2023-02-28,Headphones,Accessories,7,50,350
23712,2023-06-03,Monitor,Electronics,4,200,800
23713,2023-04-24,Wireless Mouse,Accessories,1,30,30
23714,2023-07-25,Wireless Mouse,Accessories,5,30,150
23715,2023-07-04,Headphones,Accessories,10,50,500
23716,2023-02-25,Laptop,Electronics,7,800,5600
23717,2023-10-19,Office Desk,Furniture,8,250,2000
23718,2023-01-01,Smartphone,Electronics,10,600,6000
23719,2023-08-27,Tablet,Electronics,5,300,1500
23720,2023-03-02,Monitor,Electronics,3,200,600
23721,2023-10-13,Coffee Maker,Appliances,1,90,90
23722,2023-12-24,Desk Chair,Furniture,8,120,960
23723,2023-05-24,Headphones,Accessories,5,50,250
23724,2023-08-28,Coffee Maker,Appliances,7,90,630
23725,2023-02-04,Office Desk,Furniture,2,250,500
23726,2023-01-19,Desk Chair,Furniture,10,120,1200
23727,2023-10-20,Tablet,Electronics,5,300,1500
23728,2023-08-23,Desk Chair,Furniture,1,120,120
23729,2023-09-25,Headphones,Accessories,8,50,400
23730,2023-11-25,Laptop,Electronics,10,800,8000
23731,2023-06-14,Coffee Maker,Appliances,8,90,720
23732,2023-08-08,Backpack,Accessories,6,40,240
23733,2023-12-13,Laptop,Electronics,4,800,3200
23734,2023-12-28,Wireless Mouse,Accessories,5,30,150
23735,2023-07-03,Smartphone,Electronics,7,600,4200
23736,2023-10-22,Tablet,Electronics,6,300,1800
23737,2023-03-20,Wireless Mouse,Accessories,10,30,300
23738,2023-05-13,Wireless Mouse,Accessories,4,30,120
23739,2023-03-27,Smartphone,Electronics,2,600,1200
23740,2023-08-09,Smartphone,Electronics,1,600,600
23741,2023-10-03,Smartphone,Electronics,6,600,3600
23742,2023-02-16,Tablet,Electronics,5,300,1500
23743,2023-04-07,Headphones,Accessories,6,50,300
23744,2023-04-28,Tablet,Electronics,8,300,2400
23745,2023-09-21,Wireless Mouse,Accessories,7,30,210
23746,2023-08-02,Laptop,Electronics,7,800,5600
23747,2023-09-06,Coffee Maker,Appliances,3,90,270
23748,2023-02-09,Smartphone,Electronics,2,600,1200
23749,2023-06-03,Laptop,Electronics,1,800,800
23750,2023-10-10,Laptop,Electronics,5,800,4000
23751,2023-10-17,Wireless Mouse,Accessories,10,30,300
23752,2023-11-26,Headphones,Accessories,1,50,50
23753,2023-04-26,Headphones,Accessories,3,50,150
23754,2023-02-23,Desk Chair,Furniture,1,120,120
23755,2023-05-15,Smartphone,Electronics,8,600,4800
23756,2023-09-12,Backpack,Accessories,8,40,320
23757,2023-11-29,Office Desk,Furniture,7,250,1750
23758,2023-03-26,Coffee Maker,Appliances,4,90,360
23759,2023-11-10,Headphones,Accessories,2,50,100
23760,2023-04-20,Headphones,Accessories,10,50,500
23761,2023-09-13,Desk Chair,Furniture,1,120,120
23762,2023-11-08,Coffee Maker,Appliances,2,90,180
23763,2023-10-22,Coffee Maker,Appliances,3,90,270
23764,2023-08-21,Laptop,Electronics,5,800,4000
23765,2023-11-28,Laptop,Electronics,6,800,4800
23766,2023-01-06,Desk Chair,Furniture,10,120,1200
23767,2023-10-28,Headphones,Accessories,9,50,450
23768,2023-08-22,Smartphone,Electronics,6,600,3600
23769,2023-08-24,Wireless Mouse,Accessories,4,30,120
23770,2023-01-09,Wireless Mouse,Accessories,5,30,150
23771,2023-09-18,Wireless Mouse,Accessories,6,30,180
23772,2023-05-10,Backpack,Accessories,5,40,200
23773,2023-03-01,Monitor,Electronics,3,200,600
23774,2023-02-11,Backpack,Accessories,1,40,40
23775,2023-02-25,Backpack,Accessories,6,40,240
23776,2023-10-03,Desk Chair,Furniture,8,120,960
23777,2023-09-22,Coffee Maker,Appliances,9,90,810
23778,2023-10-07,Headphones,Accessories,6,50,300
23779,2023-08-12,Wireless Mouse,Accessories,5,30,150
23780,2023-09-19,Backpack,Accessories,6,40,240
23781,2023-08-30,Wireless Mouse,Accessories,9,30,270
23782,2023-04-30,Tablet,Electronics,4,300,1200
23783,2023-05-30,Office Desk,Furniture,9,250,2250
23784,2023-10-19,Monitor,Electronics,6,200,1200
23785,2023-01-10,Headphones,Accessories,1,50,50
23786,2023-03-17,Smartphone,Electronics,5,600,3000
23787,2023-08-26,Laptop,Electronics,9,800,7200
23788,2023-06-25,Tablet,Electronics,5,300,1500
23789,2023-09-12,Desk Chair,Furniture,6,120,720
23790,2023-04-15,Laptop,Electronics,6,800,4800
23791,2023-03-08,Laptop,Electronics,4,800,3200
23792,2023-08-26,Laptop,Electronics,6,800,4800
23793,2023-12-25,Monitor,Electronics,2,200,400
23794,2023-11-19,Monitor,Electronics,1,200,200
23795,2023-01-25,Backpack,Accessories,8,40,320
23796,2023-03-29,Coffee Maker,Appliances,8,90,720
23797,2023-05-11,Monitor,Electronics,7,200,1400
23798,2023-11-23,Desk Chair,Furniture,2,120,240
23799,2023-04-11,Smartphone,Electronics,7,600,4200
23800,2023-07-25,Laptop,Electronics,8,800,6400
23801,2023-08-08,Tablet,Electronics,8,300,2400
23802,2023-09-01,Laptop,Electronics,8,800,6400
23803,2023-03-04,Smartphone,Electronics,2,600,1200
23804,2023-05-11,Tablet,Electronics,4,300,1200
23805,2023-05-28,Smartphone,Electronics,2,600,1200
23806,2023-08-08,Headphones,Accessories,3,50,150
23807,2023-01-02,Backpack,Accessories,4,40,160
23808,2023-06-23,Headphones,Accessories,6,50,300
23809,2023-12-02,Office Desk,Furniture,3,250,750
23810,2023-05-03,Desk Chair,Furniture,2,120,240
23811,2023-05-25,Tablet,Electronics,2,300,600
23812,2023-09-08,Backpack,Accessories,6,40,240
23813,2023-06-03,Tablet,Electronics,8,300,2400
23814,2023-11-19,Monitor,Electronics,8,200,1600
23815,2023-02-10,Headphones,Accessories,5,50,250
23816,2023-03-07,Coffee Maker,Appliances,2,90,180
23817,2023-11-22,Monitor,Electronics,2,200,400
23818,2023-01-13,Monitor,Electronics,7,200,1400
23819,2023-12-01,Smartphone,Electronics,1,600,600
23820,2023-11-12,Desk Chair,Furniture,4,120,480
23821,2023-08-09,Coffee Maker,Appliances,1,90,90
23822,2023-08-29,Desk Chair,Furniture,10,120,1200
23823,2023-12-27,Wireless Mouse,Accessories,8,30,240
23824,2023-03-28,Laptop,Electronics,4,800,3200
23825,2023-09-21,Wireless Mouse,Accessories,3,30,90
23826,2023-03-25,Office Desk,Furniture,4,250,1000
23827,2023-08-03,Headphones,Accessories,5,50,250
23828,2023-04-17,Tablet,Electronics,9,300,2700
23829,2023-07-09,Monitor,Electronics,7,200,1400
23830,2023-06-03,Monitor,Electronics,2,200,400
23831,2023-04-27,Coffee Maker,Appliances,5,90,450
23832,2023-07-21,Backpack,Accessories,8,40,320
23833,2023-05-12,Office Desk,Furniture,3,250,750
23834,2023-08-22,Tablet,Electronics,4,300,1200
23835,2023-10-21,Wireless Mouse,Accessories,10,30,300
23836,2023-06-28,Laptop,Electronics,2,800,1600
23837,2023-02-20,Monitor,Electronics,10,200,2000
23838,2023-04-07,Laptop,Electronics,1,800,800
23839,2023-07-18,Tablet,Electronics,9,300,2700
23840,2023-04-24,Wireless Mouse,Accessories,1,30,30
23841,2023-05-11,Office Desk,Furniture,5,250,1250
23842,2023-07-23,Smartphone,Electronics,5,600,3000
23843,2023-06-15,Headphones,Accessories,1,50,50
23844,2023-11-16,Headphones,Accessories,6,50,300
23845,2023-05-11,Monitor,Electronics,10,200,2000
23846,2023-12-08,Laptop,Electronics,9,800,7200
23847,2023-04-17,Desk Chair,Furniture,3,120,360
23848,2023-06-03,Smartphone,Electronics,9,600,5400
23849,2023-04-24,Coffee Maker,Appliances,2,90,180
23850,2023-05-17,Monitor,Electronics,10,200,2000
23851,2023-04-18,Smartphone,Electronics,7,600,4200
23852,2023-03-28,Office Desk,Furniture,1,250,250
23853,2023-09-08,Smartphone,Electronics,3,600,1800
23854,2023-07-18,Backpack,Accessories,6,40,240
23855,2023-12-15,Laptop,Electronics,1,800,800
23856,2023-05-13,Desk Chair,Furniture,1,120,120
23857,2023-08-31,Office Desk,Furniture,9,250,2250
23858,2023-04-20,Monitor,Electronics,2,200,400
23859,2023-01-04,Desk Chair,Furniture,9,120,1080
23860,2023-10-10,Headphones,Accessories,5,50,250
23861,2023-10-08,Coffee Maker,Appliances,10,90,900
23862,2023-03-07,Monitor,Electronics,5,200,1000
23863,2023-08-11,Desk Chair,Furniture,4,120,480
23864,2023-05-25,Headphones,Accessories,2,50,100
23865,2023-07-14,Desk Chair,Furniture,1,120,120
23866,2023-01-07,Smartphone,Electronics,3,600,1800
23867,2023-11-29,Monitor,Electronics,7,200,1400
23868,2023-02-26,Monitor,Electronics,7,200,1400
23869,2023-07-30,Tablet,Electronics,1,300,300
23870,2023-03-09,Office Desk,Furniture,2,250,500
23871,2023-08-23,Wireless Mouse,Accessories,4,30,120
23872,2023-04-14,Laptop,Electronics,6,800,4800
23873,2023-06-29,Desk Chair,Furniture,5,120,600
23874,2023-06-10,Laptop,Electronics,9,800,7200
23875,2023-06-21,Headphones,Accessories,5,50,250
23876,2023-01-24,Monitor,Electronics,1,200,200
23877,2023-06-02,Headphones,Accessories,8,50,400
23878,2023-10-31,Tablet,Electronics,1,300,300
23879,2023-11-08,Desk Chair,Furniture,3,120,360
23880,2023-04-19,Coffee Maker,Appliances,8,90,720
23881,2023-09-27,Office Desk,Furniture,3,250,750
23882,2023-10-04,Laptop,Electronics,4,800,3200
23883,2023-09-22,Headphones,Accessories,10,50,500
23884,2023-05-13,Laptop,Electronics,6,800,4800
23885,2023-12-14,Coffee Maker,Appliances,7,90,630
23886,2023-01-02,Backpack,Accessories,5,40,200
23887,2023-08-30,Smartphone,Electronics,3,600,1800
23888,2023-09-10,Smartphone,Electronics,8,600,4800
23889,2023-08-27,Tablet,Electronics,9,300,2700
23890,2023-04-01,Office Desk,Furniture,1,250,250
23891,2023-07-18,Wireless Mouse,Accessories,5,30,150
23892,2023-05-06,Smartphone,Electronics,5,600,3000
23893,2023-07-11,Coffee Maker,Appliances,7,90,630
23894,2023-01-04,Desk Chair,Furniture,4,120,480
23895,2023-07-19,Backpack,Accessories,6,40,240
23896,2023-01-20,Office Desk,Furniture,4,250,1000
23897,2023-04-07,Laptop,Electronics,4,800,3200
23898,2023-04-09,Desk Chair,Furniture,2,120,240
23899,2023-10-26,Office Desk,Furniture,8,250,2000
23900,2023-11-27,Tablet,Electronics,4,300,1200
23901,2023-11-08,Backpack,Accessories,10,40,400
23902,2023-06-19,Office Desk,Furniture,8,250,2000
23903,2023-06-03,Laptop,Electronics,4,800,3200
23904,2023-11-03,Wireless Mouse,Accessories,10,30,300
23905,2023-02-26,Office Desk,Furniture,10,250,2500
23906,2023-07-28,Backpack,Accessories,7,40,280
23907,2023-05-10,Laptop,Electronics,2,800,1600
23908,2023-10-29,Tablet,Electronics,10,300,3000
23909,2023-01-13,Desk Chair,Furniture,8,120,960
23910,2023-07-03,Office Desk,Furniture,8,250,2000
23911,2023-03-30,Coffee Maker,Appliances,10,90,900
23912,2023-08-06,Monitor,Electronics,2,200,400
23913,2023-12-27,Backpack,Accessories,6,40,240
23914,2023-10-07,Monitor,Electronics,5,200,1000
23915,2023-11-26,Tablet,Electronics,6,300,1800
23916,2023-08-10,Wireless Mouse,Accessories,8,30,240
23917,2023-05-10,Laptop,Electronics,3,800,2400
23918,2023-09-13,Coffee Maker,Appliances,3,90,270
23919,2023-11-13,Monitor,Electronics,8,200,1600
23920,2023-03-20,Smartphone,Electronics,7,600,4200
23921,2023-12-26,Office Desk,Furniture,9,250,2250
23922,2023-12-27,Office Desk,Furniture,7,250,1750
23923,2023-03-10,Headphones,Accessories,6,50,300
23924,2023-02-18,Monitor,Electronics,2,200,400
23925,2023-04-28,Smartphone,Electronics,2,600,1200
23926,2023-01-06,Headphones,Accessories,8,50,400
